iter	MultiClass
342	1.030556711
343	1.029270436
344	1.027744759
345	1.024959969
346	1.023991159
347	1.022983091
348	1.022062466
349	1.020261788
350	1.018960272
351	1.017566475
352	1.01431123
353	1.012331913
354	1.010331945
355	1.009550315
356	1.008275072
357	1.007382759
358	1.006354812
359	1.004355324
360	1.003168295
361	1.002260065
362	0.9999766114
363	0.9987030297
364	0.9973281728
365	0.9962114747
366	0.9940686997
367	0.9930623111
368	0.9921196109
369	0.9905315056
370	0.9889186521
371	0.9872023032
372	0.9863479283
373	0.9847989345
374	0.9834729177
375	0.9828807386
376	0.9819053111
377	0.9812700095
378	0.9802777541
379	0.9792828243
380	0.9776648993
381	0.9768697422
382	0.9759739173
383	0.9746961128
384	0.9733943397
385	0.97169498
386	0.9703100972
387	0.96882163
388	0.9663210894
389	0.9646197458
390	0.9637773767
391	0.9632567848
392	0.9622538966
393	0.960997412
394	0.9581708205
395	0.9560347543
396	0.9549090363
397	0.9540902358
398	0.9534114654
399	0.9513313032
400	0.9504095084
401	0.9495410089
402	0.9484587267
403	0.9473854729
404	0.9464467999
405	0.9442426437
406	0.9431258472
407	0.942176772
408	0.9406717194
409	0.9395829828
410	0.9386954889
411	0.9376037939
412	0.9358739534
413	0.9348340653
414	0.9338288018
415	0.9331824347
416	0.9320720562
417	0.9313191515
418	0.9301912505
419	0.9294211881
420	0.9269949487
421	0.9261602092
422	0.9253341418
423	0.924305754
424	0.9236295317
425	0.9226208248
426	0.9213987885
427	0.920452985
428	0.9194192545
429	0.9182659274
430	0.9177309095
431	0.9168828197
432	0.9158840062
433	0.9150768815
434	0.9143624309
435	0.912402526
436	0.9114364825
437	0.910125101
438	0.9088893175
439	0.9078025155
440	0.9069366948
441	0.9062830076
442	0.905823239
443	0.9044030516
444	0.9036831066
445	0.9027126549
446	0.9012192083
447	0.9005619976
448	0.8997379902
449	0.8988331708
450	0.8982621963
451	0.8975694474
452	0.8968986694
453	0.8955814857
454	0.8951017811
455	0.8938445201
456	0.8934663072
457	0.8919359561
458	0.8913562801
459	0.8901343809
460	0.8897242193
461	0.8890140166
462	0.8868674976
463	0.8860814819
464	0.8831434224
465	0.8822847829
466	0.8817547529
467	0.880693595
468	0.879132594
469	0.8781837605
470	0.8767713883
471	0.8750434025
472	0.8737657815
473	0.8732469673
474	0.8721711603
475	0.8715622617
476	0.870435847
477	0.8693186169
478	0.8684423004
479	0.8676149136
480	0.8669100028
481	0.8663357955
482	0.8646891833
483	0.8642659944
484	0.8629681229
485	0.8622589247
486	0.8616701252
487	0.8607033427
488	0.8596923974
489	0.8591428495
490	0.8583076971
491	0.8570439033
492	0.8557092544
493	0.8551666502
494	0.8544307417
495	0.854013411
496	0.8530742595
497	0.8518070465
498	0.8513055946
499	0.8504268411
500	0.8497043745
501	0.8492307497
502	0.847807154
503	0.847068447
504	0.8465313984
505	0.8458146477
506	0.8450779768
507	0.8440810553
508	0.8428902618
509	0.8420846525
510	0.841161292
511	0.8406563434
512	0.8396028967
513	0.8389124312
514	0.8384870025
515	0.8371163261
516	0.836805104
517	0.8360273065
518	0.8351148982
519	0.8347156972
520	0.8328359194
521	0.8321052557
522	0.8313428785
523	0.8307772338
524	0.8297863074
525	0.8293942155
526	0.828861947
527	0.8285632473
528	0.8278116098
529	0.8272910671
530	0.8268015381
531	0.8260587333
532	0.8253630228
533	0.8245843481
534	0.8239712861
535	0.8232534805
536	0.8226150854
537	0.821642997
538	0.8208002209
539	0.8200897169
540	0.8196293309
541	0.8188500348
542	0.8173843136
543	0.8162489057
544	0.815477205
545	0.8148236746
546	0.8142586828
547	0.8135128034
548	0.8128423608
549	0.8111319426
550	0.8099172323
551	0.8081376356
552	0.8074147448
553	0.8068166444
554	0.8063460482
555	0.8055244512
556	0.8049426249
557	0.8041660684
558	0.8038092537
559	0.8033000568
560	0.802107767
561	0.8012370337
562	0.7996083728
563	0.798690773
564	0.7978072226
565	0.7971510953
566	0.7967132195
567	0.7959087748
568	0.7952332
569	0.7947574937
570	0.7940656845
571	0.7936346525
572	0.7921448731
573	0.791592473
574	0.7906354218
575	0.789849316
576	0.7893269724
577	0.7886489059
578	0.788068364
579	0.787572989
580	0.7868406288
581	0.7862151729
582	0.7845404896
583	0.783734737
584	0.7829890077
585	0.7824448666
586	0.7817811426
587	0.7806345024
588	0.780244499
589	0.7791734261
590	0.7786740525
591	0.7781931833
592	0.7777157814
593	0.7772287242
594	0.7768051364
595	0.7763096996
596	0.775457276
597	0.7745002298
598	0.7734857192
599	0.7730622318
600	0.7715759328
601	0.7708146794
602	0.7703482073
603	0.7694040609
604	0.7678728303
605	0.7672942607
606	0.7668306242
607	0.7663478698
608	0.7658962946
609	0.7653825697
610	0.7647464554
611	0.7641492483
612	0.7636855225
613	0.7633762255
614	0.7624863151
615	0.7618879532
616	0.7615076353
617	0.761204719
618	0.7606190674
619	0.7599466155
620	0.7591723832
621	0.7585839984
622	0.7578032645
623	0.7571455641
624	0.7566812015
625	0.7562033788
626	0.7554475732
627	0.7547390614
628	0.7543553014
629	0.7538970195
630	0.753373499
631	0.7530741351
632	0.7524567252
633	0.7519167715
634	0.7512188666
635	0.7508486712
636	0.7497246417
637	0.7489102761
638	0.7482529584
639	0.747801924
640	0.7473129187
641	0.74633255
642	0.7446604436
643	0.7441218103
644	0.7434225523
645	0.7429429074
646	0.7425916148
647	0.7417134738
648	0.7412762005
649	0.7395194822
650	0.7388712492
651	0.7381195706
652	0.7377413865
653	0.7373408496
654	0.7371100391
655	0.7361682328
656	0.7355628961
657	0.7351554188
658	0.7345360189
659	0.7340156681
660	0.7336135743
661	0.7330972798
662	0.7325178291
663	0.731974246
664	0.7303561189
665	0.7300060813
666	0.7296890271
667	0.7294476526
668	0.7286891503
669	0.7283906801
670	0.727801646
671	0.7275369872
672	0.7267932457
673	0.7262056636
674	0.7253862133
675	0.7246922693
676	0.7238482191
677	0.7234036251
678	0.7230640989
679	0.7228537214
680	0.7222847511
681	0.7220662418
682	0.7217767628
683	0.7213266647
684	0.720539851
685	0.7202076076
686	0.7194215692
687	0.7187753044
688	0.7181375584
689	0.7177130126
690	0.7174400744
691	0.7167292442
692	0.7162184387
693	0.7159812
694	0.7155800233
695	0.71524554
696	0.7150155062
697	0.7144367935
698	0.7140003212
699	0.7135670155
700	0.7132392084
701	0.7128117012
702	0.7125049371
703	0.7115345491
704	0.7112874286
705	0.7108560086
706	0.7105627185
707	0.7098520846
708	0.7090200271
709	0.7086039649
710	0.7080534989
711	0.7077062921
712	0.7073766055
713	0.7067559182
714	0.7060100602
715	0.7052969003
716	0.704955253
717	0.7042155462
718	0.703640646
719	0.7030114215
720	0.7026715554
721	0.7020769673
722	0.7018416841
723	0.7012337783
724	0.700703598
725	0.7002871953
726	0.6997579165
727	0.6994220685
728	0.6989119403
729	0.6984035699
730	0.697901459
731	0.6974139457
732	0.697010883
733	0.6965096245
734	0.695497546
735	0.6952306516
736	0.6948715364
737	0.694574918
738	0.694233202
739	0.6938107349
740	0.6934772265
741	0.6931619927
742	0.6925275035
743	0.6917280926
744	0.6913590703
745	0.6909443504
746	0.6906503921
747	0.6892118482
748	0.6888483657
749	0.6884519036
750	0.6876525302
751	0.6872496932
752	0.6867821485
753	0.6863390166
754	0.6861845099
755	0.6859228975
756	0.6850038145
757	0.6846321195
758	0.6843472738
759	0.6840503415
760	0.6836565244
761	0.6833919969
762	0.683105854
763	0.6827079614
764	0.6819675506
765	0.6814811447
766	0.6811824078
767	0.6806180975
768	0.6803783697
769	0.6798856534
770	0.6795963364
771	0.6787934617
772	0.6785000323
773	0.677902927
774	0.677280663
775	0.6771387332
776	0.6768630689
777	0.676502092
778	0.6760442034
779	0.6756200865
780	0.6748873137
781	0.6745641403
782	0.6741092739
783	0.6738401629
784	0.6732907174
785	0.6727947595
786	0.6720144037
787	0.6713510402
788	0.67105036
789	0.6706366466
790	0.6703023902
791	0.669667316
792	0.6694450939
793	0.6691188083
794	0.6687132443
795	0.6682807783
796	0.6679523763
797	0.6675332273
798	0.6668932297
799	0.6666870733
800	0.6662965151
801	0.6656949971
802	0.6653106717
803	0.6650289661
804	0.6647506204
805	0.664548076
806	0.664029982
807	0.6636086671
808	0.6634400333
809	0.6632234247
810	0.6621245365
811	0.6618280968
812	0.6613501383
813	0.6610585465
814	0.6607296017
815	0.6603701109
816	0.6599832001
817	0.6595257061
818	0.6593659088
819	0.658326603
820	0.658223324
821	0.6577873328
822	0.6574650225
823	0.6569515452
824	0.6566285365
825	0.6557842694
826	0.6553922581
827	0.6550895445
828	0.6547628321
829	0.654193444
830	0.6536054699
831	0.6531415054
832	0.652867431
833	0.6523273291
834	0.6518616317
835	0.6514317153
836	0.6511078886
837	0.6502995341
838	0.6499092722
839	0.6496789892
840	0.648655403
841	0.6483851067
842	0.647973016
843	0.6477225906
844	0.6475273833
845	0.6472297044
846	0.646131945
847	0.6457231548
848	0.6453738314
849	0.6449780457
850	0.6447177484
851	0.6442347127
852	0.6436447866
853	0.6423839568
854	0.6421413942
855	0.6417555748
856	0.6413355871
857	0.6409325888
858	0.6406816775
859	0.6403687258
860	0.6400125059
861	0.6399217344
862	0.6395683126
863	0.6382879473
864	0.63793881
865	0.6372330692
866	0.6369673384
867	0.6367785068
868	0.6364324185
869	0.6361909819
870	0.6358988138
871	0.6356137666
872	0.6353872754
873	0.6352294545
874	0.6348802635
875	0.6346645364
876	0.6342478142
877	0.6339910687
878	0.6335368497
879	0.6329273147
880	0.632778758
881	0.6325974126
882	0.6321280458
883	0.6318863925
884	0.6313757275
885	0.6310986465
886	0.6306425217
887	0.6302849514
888	0.6298156115
889	0.6292724863
890	0.6289885835
891	0.6287841294
892	0.6284968551
893	0.628085904
894	0.6277142034
895	0.6274148897
896	0.6271117022
897	0.6268186538
898	0.6266870478
899	0.6265212729
900	0.626007313
901	0.6254828898
902	0.6251427452
903	0.6247464265
904	0.6238694457
905	0.6236022389
906	0.6233457983
907	0.6228545043
908	0.6225914299
909	0.6210936458
910	0.6207362488
911	0.6200181557
912	0.6196741925
913	0.6195070809
914	0.6190170036
915	0.6185425882
916	0.6182616257
917	0.6180326477
918	0.6174715132
919	0.6171772083
920	0.6170349162
921	0.6167650893
922	0.6161928032
923	0.6158257414
924	0.6155461777
925	0.6153707244
926	0.6149656629
927	0.6144101475
928	0.6141417394
929	0.6138880609
930	0.6137153368
931	0.613409086
932	0.6131527107
933	0.6128962871
934	0.6125071372
935	0.6122962436
936	0.6119872834
937	0.6117407544
938	0.6114900153
939	0.6112691748
940	0.6107732039
941	0.6101908043
942	0.609904934
943	0.6097454236
944	0.6096040274
945	0.6092133767
946	0.6090843273
947	0.6087186195
948	0.6082668129
949	0.6080545523
950	0.6074134742
951	0.6070244154
952	0.606789701
953	0.6065740356
954	0.6062275836
955	0.6060800406
956	0.605613942
957	0.6047080938
958	0.604352362
959	0.6040306344
960	0.6038065155
961	0.6036560439
962	0.6032482509
963	0.6029786904
964	0.6026299995
965	0.6023772859
966	0.6020882464
967	0.6014879967
968	0.6013067434
969	0.6010311922
970	0.6008412189
971	0.6005334151
972	0.6002599897
973	0.5996669746
974	0.5993191113
975	0.5990181074
976	0.5987691042
977	0.5983953293
978	0.5982903888
979	0.5980233745
980	0.5978158147
981	0.5975775947
982	0.5974887507
983	0.5971816702
984	0.5969881945
985	0.596662495
986	0.5964396482
987	0.5961278435
988	0.5956413353
989	0.5952769412
990	0.5948078316
991	0.5946301555
992	0.5942079108
993	0.5939124148
994	0.593611944
995	0.5931329726
996	0.5928930455
997	0.5910609412
998	0.5907727184
999	0.5901093005
1000	0.5899623878
1001	0.5897917252
1002	0.5896101558
1003	0.5892659133
1004	0.5890859286
1005	0.5888393718
1006	0.5885146587
1007	0.5881051925
1008	0.5879138013
1009	0.5876298454
1010	0.5872515431
1011	0.5870153875
1012	0.5867547113
1013	0.5865212178
1014	0.5862326029
1015	0.5859775349
1016	0.5856804894
1017	0.5851244187
1018	0.584834437
1019	0.5845162558
1020	0.5840812848
1021	0.5836698823
1022	0.5833237207
1023	0.5830249232
1024	0.5827554168
1025	0.5821252759
1026	0.5819119042
1027	0.5816830855
1028	0.5812498827
1029	0.5806514969
1030	0.5805067536
1031	0.5802087722
1032	0.579880708
1033	0.5795641055
1034	0.5793037674
1035	0.5791272
1036	0.5789846491
1037	0.578830908
1038	0.5786616989
1039	0.5781676937
1040	0.5779468798
1041	0.5769255911
1042	0.5766966269
1043	0.5763951383
1044	0.5760428401
1045	0.5758230977
1046	0.575442678
1047	0.575169333
1048	0.5749972787
1049	0.5747411814
1050	0.5743769289
1051	0.5740839324
1052	0.5739646684
1053	0.5736985778
1054	0.5735023386
1055	0.5725589103
1056	0.572013654
1057	0.5718844591
1058	0.5716372769
1059	0.571182069
1060	0.5706691378
1061	0.5705497241
1062	0.5701173477
1063	0.5697101186
1064	0.5692124536
1065	0.5686986161
1066	0.568426157
1067	0.5681915474
1068	0.5680500374
1069	0.5678102142
1070	0.5674726659
1071	0.5673719601
1072	0.5672172852
1073	0.5669714028
1074	0.5667409827
1075	0.5663586085
1076	0.5659522824
1077	0.5658078182
1078	0.5653795181
1079	0.5650421046
1080	0.564831991
1081	0.5646030561
1082	0.5642155236
1083	0.5638408165
1084	0.5636065008
1085	0.563392152
1086	0.5629220623
1087	0.5627655909
1088	0.5626181442
1089	0.5622679686
1090	0.5619293135
1091	0.5614787852
1092	0.561214413
1093	0.5610347331
1094	0.5607797023
1095	0.5604879794
1096	0.560296544
1097	0.5600665903
1098	0.5598691577
1099	0.5596401658
1100	0.5594595018
1101	0.5590932893
1102	0.5589098799
1103	0.5587224697
1104	0.5585247506
1105	0.558387212
1106	0.5581981604
1107	0.5580197993
1108	0.5574751174
1109	0.5572923832
1110	0.5571050267
1111	0.5568333899
1112	0.5566050247
1113	0.5563661314
1114	0.5561070193
1115	0.5560104947
1116	0.5558987896
1117	0.5557416807
1118	0.5554068733
1119	0.5543027577
1120	0.5540563346
1121	0.5539055053
1122	0.5536071855
1123	0.5531915156
1124	0.5530792365
1125	0.5528833996
1126	0.552465966
1127	0.5517970572
1128	0.5515825861
1129	0.5511216144
1130	0.5508693849
1131	0.550758389
1132	0.5505759495
1133	0.5500465032
1134	0.5498695408
1135	0.5497385732
1136	0.5496074176
1137	0.5493844772
1138	0.5489772173
1139	0.5487445679
1140	0.5484594547
1141	0.5482795374
1142	0.5480141762
1143	0.5476277924
1144	0.5474380234
1145	0.5465166491
1146	0.5463077845
1147	0.5459376599
1148	0.5456838115
1149	0.5454479729
1150	0.5452102527
1151	0.5448508879
1152	0.5443841805
1153	0.5437864063
1154	0.5434347992
1155	0.5433046324
1156	0.5430651182
1157	0.5426781238
1158	0.541790696
1159	0.5415450872
1160	0.5413559805
1161	0.5410528135
1162	0.540662539
1163	0.5403749978
1164	0.5399919837
1165	0.5397841564
1166	0.5395875542
1167	0.5394095132
1168	0.5391057811
1169	0.5389442456
1170	0.5386466891
1171	0.538507589
1172	0.5382170931
1173	0.5379993194
1174	0.5378512799
1175	0.5375441243
1176	0.5372964922
1177	0.5370661367
1178	0.5369160232
1179	0.5367627005
1180	0.5365184664
1181	0.5363730223
1182	0.5362568147
1183	0.5360811589
1184	0.5359535242
1185	0.5357473005
1186	0.5353483622
1187	0.5350901295
1188	0.5349441567
1189	0.5345163631
1190	0.5343211384
1191	0.5337456291
1192	0.5336280459
1193	0.5334221586
1194	0.5332297232
1195	0.5330886192
1196	0.5329615379
1197	0.5326116789
1198	0.5323114901
1199	0.5320534011
